,Title,Genre,Time,Age,Actor,Area,Place,Period,Tag,URL
81,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 청주,뮤지컬,60분,20개월이상 관람가능,,충북,청주아트홀(구.청주시민회관),2022.01.08 ~ 2022.01.09,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011866
82,2022년 특선가족뮤지컬 “신데렐라” - 포항,뮤지컬,55분,24개월이상 관람가능,,경북,포항문화예술회관 대공연장,2022.01.08 ~ 2022.01.09,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012230
83,가족뮤지컬 백설공주 (양산),뮤지컬,50분,전체관람가,,경남,양산문화예술회관 대공연장,2022.01.08 ~ 2022.01.08,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012129
84,(서산) 2022 가족뮤지컬 “백설공주와 일곱난쟁이”,뮤지컬,60분,24개월이상 관람가능,,충남,서산시문화회관 대공연장,2022.01.08 ~ 2022.01.08,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011782
85,가족라이브 뮤지컬-어린이 캣 (구미),뮤지컬,60분,24개월이상 관람가능,,경북,강동문화복지회관 천생아트홀,2022.01.08 ~ 2022.01.08,판매예정,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012233
86,(2022 대구대백프라자) 가족뮤지컬 〈백설공주〉,뮤지컬,55분,전체관람가,,대구시,대백프라자 10층 프라임홀,2022.01.07 ~ 2022.01.16,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010820
87,뮤지컬 〈알사탕〉 - 수원,뮤지컬,60분,24개월이상 관람가능,,경기,경기아트센터 소극장,2022.01.07 ~ 2022.01.16,판매예정,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012106
88,헬로카봇 뮤지컬 시즌6 〈흔들흔들 댄스파티〉,뮤지컬,60분,24개월이상 관람가능,,서울,올림픽공원 우리금융아트홀,2022.01.05 ~ 2022.01.16,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012194
89,뮤지컬 스크루테이프의 편지,뮤지컬,80분,만 8세이상,,서울,북촌나래홀,2022.01.01 ~ 2022.03.31,판매중TOPING회원할인 30%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011369
90,2022년 특선가족뮤지컬 “신데렐라” - 진주,뮤지컬,55분,24개월이상 관람가능,,경남,경남문화예술회관 대공연장,2022.01.01 ~ 2022.01.02,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012270
91,가족뮤지컬 겨울이야기（대구）,뮤지컬,50분,전체관람가,,대구시,대백프라자 10층 프라임홀,2021.12.31 ~ 2022.01.03,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009849
92,뮤지컬 온 스테이지(MUSICAL ON STAGE) - 대전,클래식/오페라,120분(인터미션:15분),8세이상 관람가능,"마이클 리, 차지연, 최영선, 밀레니엄 심포니 오케스트라",대전시,대전예술의전당 아트홀,2021.12.31 ~ 2021.12.31,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011463
93,가족뮤지컬 〈고고다이노 공룡대탐험〉 - 광주,뮤지컬,65분,12개월이상 관람가능,,광주시,광주5.18기념문화센터 민주홀,2021.12.30 ~ 2021.12.31,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010333
94,락뮤지컬 〈프리즌〉 - 인천,뮤지컬,100분,만 7세이상,,인천시,인천문화예술회관 소공연장,2021.12.28 ~ 2021.12.31,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010863
95,2021년 특선가족뮤지컬 “피터팬” - 전주,뮤지컬,55분,24개월이상 관람가능,,전북,덕진예술회관,2021.12.26 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011358
96,“2021년” 가족뮤지컬 루돌프와 산타크로스 - 양산,뮤지컬,55분,전체관람가,,경남,양산문화예술회관 대공연장,2021.12.26 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012098
97,2021 크리스마스특집 가족뮤지컬 〈루돌프의 크리스마스선물〉 - 울산,뮤지컬,55분,전체관람가,,울산시,울산북구문화예술회관,2021.12.26 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008408
98,2021겨울판타지뮤지컬 호두까기인형-부천,뮤지컬,50분,전체관람가,,경기,한국만화박물관(부천),2021.12.25 ~ 2022.01.02,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011928
99,크리스마스가족뮤지컬성냥팔이소녀(청주),뮤지컬,60분,24개월이상 관람가능,,충북,소극장 쇠내골,2021.12.25 ~ 2021.12.31,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011317
100,［천안］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,60분,만 7세이상,,충남,해운대문화회관 해운홀,2022.01.08 ~ 2022.01.09,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010630
101,NEW신비아파트 뮤지컬 시즌4：비명동산의 초대장－전주,뮤지컬,70분,24개월이상 관람가능,,전북,전북대학교 삼성문화회관,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010082
102,2021 크리스마스특집 가족뮤지컬 〈메리크리스마스 산타할아버지〉 - 포항,뮤지컬,55분,전체관람가,,경북,포항문화예술회관 대공연장,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008407
103,어린이 액션뮤지컬 〈레이디버그〉 - 대구,뮤지컬,60분,24개월이상 관람가능,,대구시,대구보건대 인당아트홀,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009210
104,어린이뮤지컬 “렛잇고2” - 안산,뮤지컬,60분,24개월이상 관람가능,,경기,안산문화예술의전당 달맞이극장,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008298
105,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 경기부천,뮤지컬,60분,20개월이상 관람가능,,경기,부천 시민회관 대공연장,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010758
106,뮤지컬 〈호두까기 인형〉 - 경주,뮤지컬,60분,36개월이상 관람가능,,경북,경주예술의전당 소공연장(원화홀),2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011798
107,시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 춘천,뮤지컬,70분,24개월이상 관람가능,,강원,춘천 강원대학교 백령아트센터,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010765
108,2021 어린이뮤지컬 〈크리스마스 캐롤〉- 인천,뮤지컬,60분,24개월이상 관람가능,,인천시,인천 검단복지회관,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011608
109,2021 크리스마스특집 가족뮤지컬 〈루돌프의 크리스마스선물〉 - 용인,뮤지컬,55분,전체관람가,,경기,용인시문예회관 처인홀,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008387
110,가족뮤지컬 호두까기인형 (양천),뮤지컬,50분,전체관람가,,서울,양천문화회관 대극장,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010836
111,［2021］판타지가족뮤지컬 “겨울이야기” 시즌2 - 부천,뮤지컬,60분,24개월이상 관람가능,,경기,복사골문화센터 아트홀,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012110
112,2021년 성탄절 특선가족뮤지컬 “피터팬” - 예산,뮤지컬,55분,24개월이상 관람가능,,충남,충남도청 문예회관,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011424
113,(당진)2021 베스트셀러뮤지컬 “누가 내머리에 똥쌌어”,뮤지컬,55분,20개월이상 관람가능,,충남,당진 문예의전당 대공연장,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010376
114,2021년 성탄절 특선가족뮤지컬 “ 호두까기인형 ” - 익산,뮤지컬,55분,24개월이상 관람가능,,전북,익산 솜리문화예술회관 중공연장,2021.12.25 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011413
115,(2021 부산금정) 뮤지컬 루돌프와 산타클로스,뮤지컬,60분,24개월이상 관람가능,,부산시,금정문화회관 금빛누리홀,2021.12.24 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009966
116,창작뮤지컬 〈메이사의 노래〉 - 부산,뮤지컬,160분(인터미션:15분),8세이상 관람가능,"김명수, 박찬열, 정대현, 문시온, 브래드 리틀, 마이클 리, 오진영, 홍미금, 김리안",부산시,부산시민회관 대극장,2021.12.24 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011333
117,(청주) 2021 가족뮤지컬 “빨간코 루돌프와 산타크로스”,뮤지컬,60분,24개월이상 관람가능,,충북,청주예술의전당 소공연장,2021.12.24 ~ 2021.12.25,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011403
118,2021년 특선가족뮤지컬 “겨울이야기” - 군산,뮤지컬,55분,24개월이상 관람가능,,전북,군산예술의전당 소공연장,2021.12.24 ~ 2021.12.24,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007535
119,인문학콘서트 〈당신이 모르는 뮤지컬 이야기〉Ⅱ - 용인,콘서트,90분,초등학생이상 관람가,,경기,용인시 평생학습관 큰어울마당,2021.12.22 ~ 2021.12.22,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011265
120,락뮤지컬 〈프리즌〉－부산,뮤지컬,90분,전체관람가,"최령, 김나윤, 최예승, 권기은, 백서유, 손서인, 오우철, 이청비, 이석원, 최정우, 오종현, 박준성, 고수민",부산시,성수아트홀,2021.12.25 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009627
121,가족뮤지컬 호두까기인형 (대구),뮤지컬,50분,전체관람가,,대구시,대백프라자 10층 프라임홀,2021.12.21 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009981
122,김소현＆손준호의 송년음악회 〈러브앤뮤지컬〉 - 평택,콘서트,90분,초등학생이상 관람가,"김소현, 손준호",경기,평택 남부문화예술회관 대공연장,2021.12.21 ~ 2021.12.21,판매중단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010323
123,가족뮤지컬 호두까기인형 (전주),뮤지컬,50분,전체관람가,,전북,덕진예술회관,2021.12.19 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010819
124,“2021년” 가족뮤지컬 겨울이야기 - 안동,뮤지컬,55분,전체관람가,,경북,안동시민회관 낙동홀,2021.12.19 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011553
125,2021년 특선가족뮤지컬 “호두까기인형” - 광양,뮤지컬,55분,24개월이상 관람가능,,전남,광양시문화예술회관 대공연장,2021.12.19 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011692
126,가족뮤지컬 겨울이야기 (여수),뮤지컬,50분,전체관람가,,전남,여수시민회관,2021.12.19 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010832
127,2021겨울판타지뮤지컬 ‘호두까기 인형’,뮤지컬,50분,전체관람가,,서울,대원콘텐츠라이브,2021.12.18 ~ 2022.01.02,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010866
128,감정코칭뮤지컬 앤서니브라운의 겁쟁이빌리,뮤지컬,50분,전체관람가,,서울,꿈의숲_퍼포먼스홀,2021.12.18 ~ 2021.12.31,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=P0002802
129,어린이 액션뮤지컬 〈레이디버그〉 - 서울,뮤지컬,60분,24개월이상 관람가능,,서울,양천문화회관 대극장,2021.12.18 ~ 2021.12.19,판매중좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009266
130,［대구］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,60분,24개월이상 관람가능,,대구시,영남대학교 천마아트센터 챔버홀,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010789
131,2021 가족라이브 뮤지컬 〈겨울이야기〉포항(앵콜),뮤지컬,60분,전체관람가,,경북,포항문화예술회관 대공연장,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008819
132,2021 가족뮤지컬 〈호두까기인형〉,뮤지컬,50분,전체관람가,,서울,현대백화점 미아점 10층 문화홀(토파즈홀),2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011981
133,［판타지액션 어린이뮤지컬］더퀸_선덕여왕의 귀환 - 안산,뮤지컬,70분,36개월이상 관람가능,,경기,안산문화예술의전당 달맞이극장,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010489
134,2021 가족라이브 뮤지컬 〈호두까기인형〉 - 울산,뮤지컬,55분,전체관람가,,울산시,울산북구문화예술회관,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008406
135,(2021 고양) 뮤지컬 루돌프와 산타클로스,뮤지컬,60분,24개월이상 관람가능,,경기,고양어울림누리 어울림극장,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010052
136,어린이뮤지컬 “ 렛잇고2 ” - 삼척,뮤지컬,60분,24개월이상 관람가능,,강원,삼척문화예술회관 대공연장,2021.12.18 ~ 2021.12.19,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011415
137,2021 뮤지컬갈라 송년콘서트 In오산,콘서트,100분,8세이상 관람가능,"양준모, 리사, 김호영, 소냐",경기,오산문화예술회관 대공연장,2021.12.18 ~ 2021.12.18,판매중단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011409
138,2021 가족라이브 뮤지컬 〈겨울이야기〉－서울,뮤지컬,55분,전체관람가,,서울,금나래아트홀(금천구청내),2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008428
139,(강북)2021 가족뮤지컬 “ 겨울이야기 ”,뮤지컬,60분,24개월이상 관람가능,,서울,강북문화예술회관 대공연장,2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010766
140,뮤지컬 세종대왕의 눈물,뮤지컬,60분,24개월이상 관람가능,,서울,청라블루노바홀,2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010867
141,가족뮤지컬 크리스마스 캐롤 - 안성,뮤지컬,55분,24개월이상 관람가능,,경기,안성맞춤아트홀 대공연장,2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010746
142,가족뮤지컬 호두까기인형 (평택),뮤지컬,50분,전체관람가,,경기,평택 남부문화예술회관 대공연장,2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010818
143,가족뮤지컬 겨울이야기 (경주),뮤지컬,50분,전체관람가,,경북,경주 서라벌 문화회관 대강당,2021.12.18 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009824
144,"뮤지컬 〈세종, 1446〉－여주",뮤지컬,165분(인터미션:15분),만 7세이상,"정상윤, 박유덕, 남경주, 김주호, 박소연, 김지유, 이준혁, 황민수, 이지석",경기,세종국악당,2021.12.17 ~ 2021.12.18,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011668
145,뮤지컬 〈더모먼트〉,뮤지컬,90분,중학생이상 관람가,"원종환, 윤석원, 최호중, 김도빈, 주민진, 손유동, 송광일, 임진섭, 신재범",서울,대학로 TOM(티오엠) 2관,2021.12.14 ~ 2022.03.06,판매중단독판매TOPING회원할인 10%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011119
146,STAGE X 온라인 뮤지컬 〈문스토리〉 (12.13)－공연 실황 중계,뮤지컬,100분,전체관람가,"김도빈, 김수연, 현석준, 류인아",서울,온라인,2021.12.13 ~ 2021.12.13,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011932
147,가족뮤지컬〈고고다이노 공룡대탐험〉 - 창원,뮤지컬,65분,전체관람가,,경남,3.15아트센터 대극장,2021.12.12 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009826
148,뮤지컬 로미오와 줄리엣,뮤지컬,100분,만 9세이상,,서울,대학로 명작극장,2021.12.11 ~ 2021.12.26,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012113
149,NEW신비아파트 뮤지컬 시즌4：비명동산의 초대장－대구,뮤지컬,70분,24개월이상 관람가능,,대구시,대구 엑스코 오디토리움,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21006242
150,뮤지컬 〈알사탕〉 - 용인,뮤지컬,60분,24개월이상 관람가능,,경기,용인시문예회관 처인홀,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010793
151,2021 가족라이브 뮤지컬 〈호두까기인형〉 - 광주,뮤지컬,55분,전체관람가,,광주시,광주5.18기념문화센터 민주홀,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008405
152,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 부산,뮤지컬,60분,20개월이상 관람가능,,부산시,부산 벡스코 오디토리움,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009696
153,2021 가족뮤지컬 〈스크루지 아저씨의 크리스마스캐롤〉 - 포항,뮤지컬,55분,전체관람가,,경북,포항시청 문화동 대잠홀,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008376
154,［판타지액션 어린이뮤지컬］더퀸_선덕여왕의 귀환 - 대구,뮤지컬,70분,36개월이상 관람가능,,대구시,아양아트센터 아양홀,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009190
155,2021년 특선가족뮤지컬 “신데렐라” - 제주,뮤지컬,55분,24개월이상 관람가능,,제주,제주 한라아트홀,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011043
156,2021 가족라이브 뮤지컬 〈어린이캣〉 - 울산,뮤지컬,55분,전체관람가,,울산시,울산북구문화예술회관,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008397
157,(평택) 2021 가족뮤지컬 누가내머리에 똥쌌어？！,뮤지컬,60분,전체관람가,,경기,평택 서부문화예술회관 대공연장,2021.12.11 ~ 2021.12.12,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011936
158,가족뮤지컬 겨울왕국 (부천),뮤지컬,50분,전체관람가,,경기,오정아트홀,2021.12.11 ~ 2021.12.11,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009530
159,어린이뮤지컬 “렛잇고2” - 이천,뮤지컬,60분,24개월이상 관람가능,,경기,이천아트홀 대공연장,2021.12.11 ~ 2021.12.11,판매중,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008290
