,Title,Genre,Place,Time,Age,Period,TicketCast,Like_man,Like_woman,Like_age_10,Like_age_20,Like_age_30,Like_age_40,Like_age_50,URL,Status
3209,(2019 어린이율동놀이뮤지컬) 호비쇼 - 포항,뮤지컬,포항문화예술회관 소공연장(자세히),2019.04.27 ~2019.04.28,전체관람가,2019.04.27 ~2019.04.28,,14.8%,85.2%,0%,6.6%,79.8%,9.8%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000905,판매종료
3210,명작 가족뮤지컬 〈신데렐라〉 - 천안,뮤지컬,신세계백화점 충청점 A관 5층 문화홀(자세히),2019.04.27 ~2019.04.28,24개월이상 관람가능,2019.04.27 ~2019.04.28,,15.6%,84.4%,0%,3.7%,86.2%,8.3%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005198,판매종료
3211,어린이라이브 뮤지컬 〈매직컬신데렐라〉 - 청주,뮤지컬,현대백화점 충청점 7층 문화홀(자세히),2019.04.27 ~2019.04.28,24개월이상 관람가능,2019.04.27 ~2019.04.28,,22.2%,77.8%,0%,0%,66.7%,33.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005420,판매종료
3212,2019년 특선가족뮤지컬 “피터팬” - 목포,뮤지컬,목포문화예술회관(자세히),2019.04.27,24개월이상 관람가능,2019.04.27,3,33.3%,66.7%,0%,3.4%,65.5%,31%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004119,판매종료
3213,뮤지컬〈마흔즈음에〉 김광석을 노래하다_부산,뮤지컬,KBS부산홀(자세히),2019.04.27,미취학아동입장불가,2019.04.27,1,31.8%,68.2%,0%,3.4%,33.8%,42.6%,16.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001585,판매종료
3214,2019 어린이가족뮤지컬 “아기돼지삼형제” - 경기 광주,뮤지컬,남한산성아트홀 소극장(자세히),2019.04.27,전체관람가,2019.04.27,1,9.1%,90.9%,0%,0%,77.3%,18.2%,4.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002861,판매종료
3215,(인천 남동소래아트홀)어린이뮤지컬［라푼젤］,뮤지컬,남동소래아트홀 소래극장(자세히),2019.04.27,24개월이상 관람가능,2019.04.27,1,9.8%,90.2%,0%,1.6%,83.6%,14.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004935,판매종료
3216,“2019년” 가족뮤지컬 인어공주 - 강서,뮤지컬,강서구민회관 우장홀(자세히),2019.04.27,전체관람가,2019.04.27,,21.7%,78.3%,0%,0%,69.6%,30.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005086,판매종료
3217,2019＂어린이가족뮤지컬＂캐릭터프린세스＂- 평택서부,뮤지컬,평택서부문예회관(안중)(자세히),2019.04.27,전체관람가,2019.04.27,,25.7%,74.3%,0%,2.9%,65.7%,31.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002919,판매종료
3218,2019 가족뮤지컬 신데렐라-인천서구,뮤지컬,인천서구문화회관 대공연장(자세히),2019.04.27,24개월이상 관람가능,2019.04.27,,26.7%,73.3%,0%,1.3%,81.3%,17.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005074,판매종료
3219,［예주］가족공룡뮤지컬：포켓다이노,뮤지컬,예주문화예술회관(자세히),2019.04.27,전체관람가,2019.04.27,,20%,80%,0%,20%,60%,20%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005924,판매종료
3220,［안동］가족공룡뮤지컬！포켓다이노,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002032,판매취소
3221,어린이베스트셀러뮤지컬 책먹는여우 - 김천,뮤지컬,김천문화예술회관 대공연장(자세히),2019.04.27,12개월이상 관람가능,2019.04.27,,33.3%,66.7%,0%,0%,63%,33.3%,3.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000458,판매종료
3222,뮤지컬 〈파이팅콜〉,뮤지컬,대학로 열린극장(자세히),2019.04.26 ~2019.06.30,만 12세이상,2019.04.26 ~2019.06.30,5,41.9%,58.1%,3.2%,25.8%,25.8%,35.5%,6.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19006225,판매종료
3223,뮤지컬 요괴메카드 〈렛츠고! 요괴탐험대〉,뮤지컬,올림픽공원 우리금융아트홀(자세히),2019.04.26 ~2019.05.15,24개월이상 관람가능,2019.04.26 ~2019.05.15,28,23.1%,76.9%,0%,2.5%,74%,22.5%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005044,판매종료
3224,뮤지컬 〈광염소나타〉,뮤지컬,SMTOWN THEATRE 코엑스아티움(자세히),2019.04.26 ~2019.05.12,중학생이상 관람가,2019.04.26 ~2019.05.12,217,4.2%,95.8%,6.6%,59.9%,26.1%,4.8%,1.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004422,판매종료
3225,뮤지컬 〈영웅〉 10주년 기념공연 - 수원,뮤지컬,경기아트센터 대극장(자세히),2019.04.26 ~2019.04.28,만 7세이상,2019.04.26 ~2019.04.28,42,30.9%,69.1%,1.7%,28.6%,33.7%,29.2%,6.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002440,판매종료
3226,어린이라이브 뮤지컬 〈춤추는 프린세스〉 - 부산,뮤지컬,부산금정문화회관 대공연장(자세히),2019.04.26 ~2019.04.28,24개월이상 관람가능,2019.04.26 ~2019.04.28,1,19.4%,80.6%,0%,1.4%,59.7%,38.9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001522,판매종료
3227,어린이 베스트셀러 뮤지컬 우리아빠가최고야 - 대전,뮤지컬,대전 평송청소년문화센터 대극장(자세히),2019.04.26 ~2019.04.28,24개월이상 관람가능,2019.04.26 ~2019.04.28,1,12.7%,87.3%,0%,0%,68.3%,30.2%,1.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000282,판매종료
3228,홀로그램 뮤지컬〈마술탐정 문법사〉-익산,뮤지컬,익산예술의전당 대공연장(자세히),2019.04.26 ~2019.04.27,36개월이상 관람가능,2019.04.26 ~2019.04.27,3,18.5%,81.5%,0%,1.5%,70.8%,26.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002040,판매종료
3229,뮤지컬〈메노포즈〉－안산,뮤지컬,안산문화예술의전당 달맞이극장(자세히),2019.04.26 ~2019.04.27,만 13세이상,2019.04.26 ~2019.04.27,2,10.7%,89.3%,1.9%,25.8%,22%,33.3%,15.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19003014,판매종료
3230,뮤지컬 〈반고흐와 해바라기 소년〉,뮤지컬,국립중앙박물관 극장 용(자세히),2019.04.24 ~2019.05.26,24개월이상 관람가능,2019.04.24 ~2019.05.26,60,15.1%,84.9%,1.8%,11.8%,45.9%,37.8%,1.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002906,판매종료
3231,뮤지컬디바 홍지민과 함께하는 봄 - 울산,클래식/오페라,울산문화예술회관 대공연장(자세히),2019.04.23,만 7세이상,2019.04.23,,57.1%,42.9%,0%,21.4%,21.4%,28.6%,21.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005082,판매종료
3232,2019 가족뮤지컬 “겨울왕국 시즌2”-남양주,뮤지컬,남양주 다산아트홀(자세히),2019.04.21,24개월이상 관람가능,2019.04.21,,22%,78%,0%,0%,67%,33%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005314,판매종료
3233,2019＂어린이가족뮤지컬＂캐릭터프린세스＂- 논산,뮤지컬,논산문화예술회관 대공연장(자세히),2019.04.21,전체관람가,2019.04.21,,6.7%,93.3%,0%,6.7%,80%,6.7%,3.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002913,판매종료
3234,2019 가족뮤지컬 정글북 - 청주,뮤지컬,청주예술의전당 대공연장(자세히),2019.04.21,24개월이상 관람가능,2019.04.21,,14.3%,85.7%,0%,2.9%,77.1%,20%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005028,판매종료
3235,THE NEW 뮤지컬 〈생각나라 과자집 - 다시쓰는 헨젤과 그레텔〉- 잡월드,뮤지컬,한국잡월드 나래울극장(자세히),2019.04.20 ~2019.06.09,24개월이상 관람가능,2019.04.20 ~2019.06.09,1,19.1%,80.9%,0.3%,1.8%,69.3%,28.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004977,판매종료
3236,［디즈니 명작］ 가족뮤지컬 “미녀와 야수” - 인천 스퀘어원,뮤지컬,인천스퀘어원 4층 문화홀(자세히),2019.04.20 ~2019.05.19,전체관람가,2019.04.20 ~2019.05.19,2,30.4%,69.6%,0%,4.3%,73.9%,21.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004306,판매종료
3237,액션뮤지컬 〈미니특공대X - 대결！제노스군단〉성신여대미아,뮤지컬,성신여대 운정그린캠퍼스 대강당(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,8,25.7%,74.3%,0%,4.3%,70.8%,24.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004574,판매종료
3238,(2019 울산) NEW 뮤지컬 콩순이 〈아빠랑 캠핑가요!〉,뮤지컬,KBS 울산홀(자세히),2019.04.20 ~2019.04.21,20개월이상 관람가능,2019.04.20 ~2019.04.21,4,21.2%,78.8%,0.3%,3.5%,79.9%,15.3%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001923,판매종료
3239,어린이뮤지컬 “렛잇고” - 수원,뮤지컬,장안구민회관 한누리아트홀(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,2,22.7%,77.3%,0%,1.1%,69.3%,27.3%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000796,판매종료
3240,［경주 초연］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,경주 서라벌 문화회관 대강당(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,2,15.9%,84.1%,0%,2%,76.1%,20.9%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001611,판매종료
3241,가족뮤지컬〈바다탐험대 옥토넛 - 불가사리의 모험〉 - 구미,뮤지컬,강동문화복지회관 천생아트홀(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,2,23.3%,76.7%,0.4%,7.6%,80.1%,10.6%,0.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18018603,판매종료
3242,(2019 어린이율동놀이뮤지컬) 호비쇼 - 대전,뮤지컬,대전 평송청소년문화센터 대극장(자세히),2019.04.20 ~2019.04.21,전체관람가,2019.04.20 ~2019.04.21,2,18.5%,81.5%,0%,5%,83.5%,10.9%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000909,판매종료
3243,［진주］가족공룡뮤지컬！포켓다이노,뮤지컬,진주 현장아트홀(자세히),2019.04.20 ~2019.04.21,전체관람가,2019.04.20 ~2019.04.21,1,26.5%,73.5%,0%,6%,71.7%,20.5%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002038,판매종료
3244,가족뮤지컬 〈프린세스 프링〉,뮤지컬,현대백화점 목동점 7층 토파즈홀(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,,0%,100%,0%,0%,100%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004653,판매종료
3245,어린이 베스트셀러 뮤지컬 - 〈우리아빠 최고야〉 - 거제,뮤지컬,거제시청소년수련관(자세히),2019.04.20 ~2019.04.21,24개월이상 관람가능,2019.04.20 ~2019.04.21,,15.9%,84.1%,0%,9.1%,70.5%,18.2%,2.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002881,판매종료
3246,어린이뮤지컬 〈출동！슈퍼윙스〉 - 파라오를 찾아서！- 경주,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005051,판매취소
3247,＃가족뮤지컬 빨간모자와 늑대 - 대구,뮤지컬,롯데백화점 대구점 7층 문화홀(자세히),2019.04.20 ~2019.04.21,전체관람가,2019.04.20 ~2019.04.21,,19.8%,80.2%,0%,2.7%,79.3%,16.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002929,판매종료
3248,가족뮤지컬〈우리 아빠가 최고야〉- 광주,뮤지컬,광주5.18기념문화센터 민주홀(자세히),2019.04.20,전체관람가,2019.04.20,4,24%,76%,0%,2.5%,66.1%,29.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002187,판매종료
3249,(2019)가족뮤지컬 누가 내머리에 똥쌌어？,뮤지컬,금나래아트홀(금천구청내)(자세히),2019.04.20,전체관람가,2019.04.20,2,23.9%,76.1%,0.7%,2.2%,64.5%,30.4%,1.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004321,판매종료
3250,가족뮤지컬 “캐릭터프린세스” - 남동,뮤지컬,남동소래아트홀 소래극장(자세히),2019.04.20,전체관람가,2019.04.20,2,13.3%,86.7%,0%,2.2%,71.1%,22.2%,2.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004629,판매종료
3251,“2019년” 가족뮤지컬 겨울왕국시즌2 - 김해,뮤지컬,칠암문화센터(자세히),2019.04.20,전체관람가,2019.04.20,2,36.1%,63.9%,0%,10.3%,64.9%,23.7%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19003192,판매종료
3252,2019＂어린이가족뮤지컬＂아기돼지삼형제＂- 창동,뮤지컬,창동문화체육센터 소공연장(자세히),2019.04.20,전체관람가,2019.04.20,1,19.4%,80.6%,0%,2.8%,80.6%,16.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004290,판매종료
3253,“2019” 가족뮤지컬 신데렐라-익산,뮤지컬,익산 솜리문화예술회관 중공연장(자세히),2019.04.20,24개월이상 관람가능,2019.04.20,1,27.3%,72.7%,0%,10.6%,72.7%,12.1%,3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005277,판매종료
3254,( 파주 운정행복센터 ) 어린이뮤지컬［백설공주와 일곱난장이］,연극,파주 운정행복센터(자세히),2019.04.20,전체관람가,2019.04.20,,13%,87%,0%,8.7%,82.6%,8.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004197,판매종료
3255,어린이베스트셀러뮤지컬 책먹는여우 - 군포,뮤지컬,군포문화예술회관 철쭉홀(자세히),2019.04.20,24개월이상 관람가능,2019.04.20,,26.1%,73.9%,0%,2.3%,43.2%,52.3%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18018398,판매종료
3256,판타지가족뮤지컬 “겨울왕국” - 군산,뮤지컬,군산 어린이공연장(자세히),2019.04.20,24개월이상 관람가능,2019.04.20,,19.4%,80.6%,0%,12.9%,74.2%,10.8%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005546,판매종료
3257,뮤지컬 초이스 - 극장 칸테움,뮤지컬,극장 칸테움(자세히),2019.04.19 ~2019.04.21,만 7세이상,2019.04.19 ~2019.04.21,1,33.3%,66.7%,0%,66.7%,0%,0%,33.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002540,판매종료
3258,샬롱뮤지컬 〈THE SIBLINGS(씨블링스)〉,뮤지컬,백암아트홀(자세히),2019.04.18 ~2019.04.21,만 12세이상,2019.04.18 ~2019.04.21,7,10.5%,89.5%,0%,23.3%,42.9%,30.8%,3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004980,판매종료
3259,뮤지컬 〈시데레우스〉,뮤지컬,충무아트센터 중극장 블랙(자세히),2019.04.17 ~2019.06.30,8세이상 관람가능,2019.04.17 ~2019.06.30,144,5.3%,94.7%,7.5%,44.7%,33.4%,11.1%,2.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004705,판매종료
3260,［서울］ 상상팡팡 뮤지컬 〈할머니 엄마〉,뮤지컬,신도림 프라임아트홀(자세히),2019.04.17 ~2019.05.26,전체관람가,2019.04.17 ~2019.05.26,,10%,90%,0%,2.5%,65%,32.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001469,판매종료
3261,명작단편소설뮤지컬 〈얼쑤〉,뮤지컬,세종문화회관 S씨어터(자세히),2019.04.17 ~2019.05.05,만 7세이상,2019.04.17 ~2019.05.05,7,27.3%,72.7%,0.4%,12.3%,32.4%,45.5%,7.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004680,판매종료
3262,2019 NEW 뮤지컬 치링치링 시크릿쥬쥬 - 서울,뮤지컬,유니버설아트센터(자세히),2019.04.17 ~2019.05.01,24개월이상 관람가능,2019.04.17 ~2019.05.01,37,19.7%,80.3%,0%,2.2%,74.9%,22.1%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002669,판매종료
3263,가족뮤지컬 〈뚝딱하니 어흥〉,뮤지컬,나루아트센터 소공연장(자세히),2019.04.16 ~2019.06.15,24개월이상 관람가능,2019.04.16 ~2019.06.15,,25%,75%,0%,0%,50%,50%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004226,판매종료
3264,어린이베스트셀러뮤지컬 ‘누가 내머리에 똥쌌어？’- 부천,뮤지컬,한국만화박물관(부천)(자세히),2019.04.16 ~2019.05.12,전체관람가,2019.04.16 ~2019.05.12,1,25.3%,74.7%,0%,0%,72.7%,25.3%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005537,판매종료
3265,뮤지컬 〈지킬앤하이드〉 - 백스테이지 투어 패키지,뮤지컬,샤롯데씨어터(자세히),2019.04.16 ~2019.05.02,만 7세이상,2019.04.16 ~2019.05.02,35,8.4%,91.6%,5.3%,58.8%,29%,5%,1.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004382,판매종료
3266,사회적경제 뮤지컬＇함께 살 길＇,연극,후암스테이지 1관(자세히),2019.04.16 ~2019.04.21,미취학아동입장불가,2019.04.16 ~2019.04.21,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005737,판매종료
3267,뮤지컬 앤 더 넘버 - 김포,콘서트,김포아트홀(자세히),2019.04.16,초등학생이상 관람가,2019.04.16,5,18.5%,81.5%,1.5%,32.3%,39.5%,18.5%,7.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004385,판매종료
3268,뮤지컬 〈더 캐슬〉,뮤지컬,예스24 스테이지 1관 (구 대명문화공장 1관)(자세히),2019.04.15 ~2019.06.30,중학생이상 관람가,2019.04.15 ~2019.06.30,106,4.5%,95.5%,5.9%,42.9%,35%,12.1%,3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004437,판매종료
3269,가족뮤지컬 “캐릭터프린세스” - 김해,뮤지컬,칠암문화센터(자세히),2019.04.14,전체관람가,2019.04.14,,16.7%,83.3%,0%,8.3%,66.7%,25%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19005012,판매종료
3270,어린이뮤지컬 “렛잇고” - 대전,뮤지컬,대전 우송예술회관(자세히),2019.04.14,24개월이상 관람가능,2019.04.14,,25%,75%,0%,7.4%,70.6%,22.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000775,판매종료
3271,뮤지컬 〈더픽션〉,뮤지컬,대학로TOM(티오엠) 1관(자세히),2019.04.13 ~2019.06.30,만 13세이상,2019.04.13 ~2019.06.30,112,3%,97%,5.8%,47.7%,34%,9.3%,2.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19004624,판매종료
3272,가족뮤지컬 〈로빈슨 크루소〉,뮤지컬,강동아트센터 소극장 드림(자세히),2019.04.13 ~2019.06.16,24개월이상 관람가능,2019.04.13 ~2019.06.16,4,18.2%,81.8%,0%,0%,65.9%,31.8%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001520,판매종료
3273,(2019 부산앵콜) 뮤지컬 신비아파트 시즌2,뮤지컬,부산시민회관 대극장(자세히),2019.04.13 ~2019.04.14,24개월이상 관람가능,2019.04.13 ~2019.04.14,24,21%,79%,0.1%,2.2%,69%,27.8%,0.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000204,판매종료
3274,뮤지컬 헬로카봇 시즌4〈찌릿찌릿 전기 대소동〉 - 대구,뮤지컬,대구 엑스코 오디토리움(자세히),2019.04.13 ~2019.04.14,12개월이상 관람가능,2019.04.13 ~2019.04.14,22,21.4%,78.6%,0%,5.1%,77.8%,15.6%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000432,판매종료
3275,NEW 뮤지컬 콩순이〈아빠랑 캠핑가요！〉- 화성,뮤지컬,화성아트홀(자세히),2019.04.13 ~2019.04.14,20개월이상 관람가능,2019.04.13 ~2019.04.14,10,25.8%,74.2%,0%,4.8%,78.6%,15.3%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19003105,판매종료
3276,NEW 뮤지컬 치링치링 시크릿쥬쥬 - 원주,뮤지컬,원주 백운아트홀(자세히),2019.04.13 ~2019.04.14,24개월이상 관람가능,2019.04.13 ~2019.04.14,7,26.9%,73.1%,0%,4.2%,74%,20.1%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000915,판매종료
3277,뮤지컬 〈메노포즈〉- 청주,뮤지컬,청주예술의전당 대공연장(자세히),2019.04.13 ~2019.04.14,만 13세이상,2019.04.13 ~2019.04.14,5,17.2%,82.8%,0.3%,21.8%,26.1%,31.3%,18.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001801,판매종료
3278,어린이뮤지컬 〈출동！슈퍼윙스〉- 파라오를 찾아서！- 인천,뮤지컬,인천문화예술회관 소공연장(자세히),2019.04.13 ~2019.04.14,24개월이상 관람가능,2019.04.13 ~2019.04.14,2,22.6%,77.4%,0%,3.8%,78.9%,15.8%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19002241,판매종료
3279,［대구］더 뮤지컬 〈런닝맨〉 - 마지막 승자,뮤지컬,대구아양아트센터(자세히),2019.04.13 ~2019.04.14,전체관람가,2019.04.13 ~2019.04.14,2,19.6%,80.4%,0%,2.2%,61.8%,33.8%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19001526,판매종료
3280,어린이뮤지컬 〈피노키오-대구〉,뮤지컬,대구어린이회관 꾀꼬리극장(자세히),2019.04.13 ~2019.04.14,24개월이상 관람가능,2019.04.13 ~2019.04.14,2,10.4%,89.6%,0%,1.3%,76.6%,20.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19000378,판매종료
